pc_number,attachments,text,date,act,precis
1993-1515,," PC Number Date Chapter Bill Dept 1993-15151993-06-250PMO, , , , PrecisAppointment of Nick Mulder to be Deputy Minister of the Environment, to hold office during pleasure. Attachments",1993-06-25,NA,"Appointment of Nick Mulder to be Deputy Minister of the Environment, to hold office during pleasure."
1993-1516,," PC Number Date Chapter Bill Dept 1993-15161993-06-250, PMO, , , PrecisAppointment of Jean-Jacques Noreau to be Deputy Minister of Employment and Immigration, to hold office during pleasure; commissioner of the Canada Employment and Immigration Commission; and concurrently Deputy Minister of Labour, to hold office during pleasure. Attachments",1993-06-25,NA,"Appointment of Jean-Jacques Noreau to be Deputy Minister of Employment and Immigration, to hold office during pleasure; commissioner of the Canada Employment and Immigration Commission; and concurrently Deputy Minister of Labour, to hold office during pleasure."
1993-1517,," PC Number Date Chapter Bill Dept 1993-15171993-06-250, , PMO, , PrecisAppointment of Ranald A. Quail, Deputy Minister of Public Works, concurrently to be Deputy Minister of Supply and to be Deputy Minister of Services to hold office during pleasure; and to be concurrently President of the Canadian Commercial Corporation to hold office during pleasure for a term of two years. Attachments",1993-06-25,NA,"Appointment of Ranald A. Quail, Deputy Minister of Public Works, concurrently to be Deputy Minister of Supply and to be Deputy Minister of Services to hold office during pleasure; and to be concurrently President of the Canadian Commercial Corporation to hold office during pleasure for a term of two years."
1993-1518,," PC Number Date Chapter Bill Dept 1993-15181993-06-250, , , PMO, PrecisAppointment of Marc W. Rochon, Deputy Minister of Communications, to be Deputy Minister of Multiculturalism and Citizenship, to hold office during pleasure and concurrently Under-Secretary of State of Canada, to hold office during pleasure. Attachments",1993-06-25,NA,"Appointment of Marc W. Rochon, Deputy Minister of Communications, to be Deputy Minister of Multiculturalism and Citizenship, to hold office during pleasure and concurrently Under-Secretary of State of Canada, to hold office during pleasure."
1993-1519,," PC Number Date Chapter Bill Dept 1993-15191993-06-250, , , , PMOPrecisAppointment of Janet R. Smith to be Deputy Minister of Western Economic Diversification. Attachments",1993-06-25,NA,Appointment of Janet R. Smith to be Deputy Minister of Western Economic Diversification.
1993-1520,," PC Number Date Chapter Bill Dept 1993-15201993-06-250, PMO, , , , , PrecisAppointment of Harry S. Swain, of Ottawa, Ontario, Deputy Minister of Industry, Science and Technology, to be concurrently Deputy Minister of Consumer and Corporate Affairs, to hold office during pleasure. Attachments",1993-06-25,NA,"Appointment of Harry S. Swain, of Ottawa, Ontario, Deputy Minister of Industry, Science and Technology, to be concurrently Deputy Minister of Consumer and Corporate Affairs, to hold office during pleasure."
1993-1610,," PC Number Date Chapter Bill Dept 1993-16101993-07-280, , , , EMRPrecisAppointment of RONALD L. BILODEAU, Deputy Minister of Energy, Mines and Resources, to be Chairman of the Petroleum Monitoring Agency in the place of Bruce Howe. Attachments",1993-07-28,NA,"Appointment of RONALD L. BILODEAU, Deputy Minister of Energy, Mines and Resources, to be Chairman of the Petroleum Monitoring Agency in the place of Bruce Howe."
1993-1896,," PC Number Date Chapter Bill Dept 1993-18961993-11-040PMO, , , , , PrecisAppointment of V. Peter Harder as Under-Secretary of State, Department of the Secretary of State of Canada, to be styled Deputy Minister of Citizenship and Immigration, to hold office during pleasure, in the place of Marc W. Rochon. Attachments",1993-11-04,NA,"Appointment of V. Peter Harder as Under-Secretary of State, Department of the Secretary of State of Canada, to be styled Deputy Minister of Citizenship and Immigration, to hold office during pleasure, in the place of Marc W. Rochon."
1993-1899,," PC Number Date Chapter Bill Dept 1993-18991993-11-040, , , , PMO, PrecisAppointment of D. Ian Glen as Associate Under-Secretary of State, Department of the Secretary of State of Canada, to be styled Associate Deputy Minister of Citizenship and Immigration, to hold office during pleasure. Attachments",1993-11-04,NA,"Appointment of D. Ian Glen as Associate Under-Secretary of State, Department of the Secretary of State of Canada, to be styled Associate Deputy Minister of Citizenship and Immigration, to hold office during pleasure."
1994-0712,," PC Number Date Chapter Bill Dept 1994-07121994-05-030PMO, , , , PrecisAppointment of Ronald Bilodeau as Deputy Minister and Associate Secretary to the Cabinet, (Intergovernmental Relations) to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-03,NA,"Appointment of Ronald Bilodeau as Deputy Minister and Associate Secretary to the Cabinet, (Intergovernmental Relations) to hold office during pleasure, effective May 9, 1994."
1994-0713,," PC Number Date Chapter Bill Dept 1994-07131994-05-030, PMO, , , PrecisAppointment of Melvin Cappe as Deputy Minister of the Environment, to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-03,NA,"Appointment of Melvin Cappe as Deputy Minister of the Environment, to hold office during pleasure, effective May 9, 1994."
1994-0717,," PC Number Date Chapter Bill Dept 1994-07171994-05-030, PMO, , , PrecisAppointment of Jean C. McCloskey as Deputy Minister of Energy, Mines and Resources, to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-03,NA,"Appointment of Jean C. McCloskey as Deputy Minister of Energy, Mines and Resources, to hold office during pleasure, effective May 9, 1994."
1994-0718,," PC Number Date Chapter Bill Dept 1994-07181994-05-030, , PMO, , PrecisAppointment of Nick Mulder as Deputy Minister of Transport, to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-03,NA,"Appointment of Nick Mulder as Deputy Minister of Transport, to hold office during pleasure, effective May 9, 1994."
1994-0719,," PC Number Date Chapter Bill Dept 1994-07191994-05-030, , , PMO, PrecisAppointment of J. David Nicholson as Deputy Minister of Veterans Affairs, to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-03,NA,"Appointment of J. David Nicholson as Deputy Minister of Veterans Affairs, to hold office during pleasure, effective May 9, 1994."
1994-0720,," PC Number Date Chapter Bill Dept 1994-07201994-05-030, , , , PMOPrecisAppointment of William A. Rowat as Deputy Minister of Fisheries and Oceans, to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-03,NA,"Appointment of William A. Rowat as Deputy Minister of Fisheries and Oceans, to hold office during pleasure, effective May 9, 1994."
1994-0815,," PC Number Date Chapter Bill Dept 1994-08151994-05-240, , , , , PMOPrecisAppointment of Raymond J. Protti as Deputy Minister of Agriculture, to be styled Deputy Minister of Agriculture and Agri-Food, to hold office during pleasure, effective May 31, 1994. Attachments",1994-05-24,NA,"Appointment of Raymond J. Protti as Deputy Minister of Agriculture, to be styled Deputy Minister of Agriculture and Agri-Food, to hold office during pleasure, effective May 31, 1994."
1994-0906,," PC Number Date Chapter Bill Dept 1994-09061994-05-300, , , , PMO, PrecisAppointment of Pierre Gravelle as Deputy Minister of National Revenue to hold office during pleasure, effective May 12, 1994. Attachments",1994-05-30,NA,"Appointment of Pierre Gravelle as Deputy Minister of National Revenue to hold office during pleasure, effective May 12, 1994."
1994-0907,," PC Number Date Chapter Bill Dept 1994-09071994-05-300, , , , , PMOPrecisAppointment of Jean C. McCloskey, Deputy Minister of Energy, Mines and Resources, to be concurrently Deputy Minister of Forestry, to be styled Deputy Minister of Natural Resources, to hold office during pleasure, effective May 9, 1994. Attachments",1994-05-30,NA,"Appointment of Jean C. McCloskey, Deputy Minister of Energy, Mines and Resources, to be concurrently Deputy Minister of Forestry, to be styled Deputy Minister of Natural Resources, to hold office during pleasure, effective May 9, 1994."
1994-0910,," PC Number Date Chapter Bill Dept 1994-09101994-05-310, , , , PMO, PrecisAppointment of Ercel J. Baker, of Nepean, Ontario, as Deputy Secretary to the Cabinet (Machinery of Government and Senior Personnel), Privy Council Office, to hold office during pleasure, effective June 6, 1994. Attachments",1994-05-31,NA,"Appointment of Ercel J. Baker, of Nepean, Ontario, as Deputy Secretary to the Cabinet (Machinery of Government and Senior Personnel), Privy Council Office, to hold office during pleasure, effective June 6, 1994."
1994-1055,," PC Number Date Chapter Bill Dept 1994-10551994-06-210, , , F&O, PrecisAppointment, during pleasure, of William A. Rowat, Deputy Minister of the Department of Fisheries and Oceans at Ottawa, Ontario, as a Canadian representative to the Council of the North Atlantic Salmon Conservation Organization; to the North American Commission of the North Atlantic Salmon Conservation Organization; and to the West Greenland Commission of the North Atlantic Salmon Conservation Organization; in the place of Bruce Rawson. Attachments",1994-06-21,NA,"Appointment, during pleasure, of William A. Rowat, Deputy Minister of the Department of Fisheries and Oceans at Ottawa, Ontario, as a Canadian representative to the Council of the North Atlantic Salmon Conservation Organization; to the North American Commission of the North Atlantic Salmon Conservation Organization; and to the West Greenland Commission of the North Atlantic Salmon Conservation Organization; in the place of Bruce Rawson."
1994-1056,," PC Number Date Chapter Bill Dept 1994-10561994-06-210, , , , F&OPrecisAppointment of William A. Rowat, Deputy Minister of the Department of Fisheries and Oceans at Ottawa, Ontario, as a Canadian representative to the General Council of the Northwest Atlantic Fisheries Organization to hold office during pleasure; and as a Canadian representative to the Fisheries Commission of the Northwest Atlantic Fisheries Organization to hold office during pleasure; in the place of Bruce Rawson. Attachments",1994-06-21,NA,"Appointment of William A. Rowat, Deputy Minister of the Department of Fisheries and Oceans at Ottawa, Ontario, as a Canadian representative to the General Council of the Northwest Atlantic Fisheries Organization to hold office during pleasure; and as a Canadian representative to the Fisheries Commission of the Northwest Atlantic Fisheries Organization to hold office during pleasure; in the place of Bruce Rawson."
1994-1123,," PC Number Date Chapter Bill Dept 1994-11231994-06-300PMO, , , , , PrecisAppointment of V. PETER HARDER, Under-Secretary of State, Department of the Secretary of State of Canada, to be concurrently Deputy Minister of Citizenship and Immigration, to hold office during pleasure. Attachments",1994-06-30,NA,"Appointment of V. PETER HARDER, Under-Secretary of State, Department of the Secretary of State of Canada, to be concurrently Deputy Minister of Citizenship and Immigration, to hold office during pleasure."
1994-1125,," PC Number Date Chapter Bill Dept 1994-11251994-06-300, , , , , PMOPrecisAppointment of Mr. D. IAN GLEN as Associate Deputy Minister of Citizenship and Immigration, to hold office during pleasure, effective June 23, 1994. Attachments",1994-06-30,NA,"Appointment of Mr. D. IAN GLEN as Associate Deputy Minister of Citizenship and Immigration, to hold office during pleasure, effective June 23, 1994."
1994-1170,," PC Number Date Chapter Bill Dept 1994-11701994-07-040, , , PMO, , , PrecisAppointment of Mr. GEORGE THOMSON as Deputy Minister of Justice, to hold office during pleasure, effective October 3, 1994. Attachments",1994-07-04,NA,"Appointment of Mr. GEORGE THOMSON as Deputy Minister of Justice, to hold office during pleasure, effective October 3, 1994."
1994-1173,," PC Number Date Chapter Bill Dept 1994-11731994-07-040PMO, , , , PrecisAppointment of Mr. FRANÇOIS P. POULIOT as Special Advisor to the Deputy Minister of Employment and Immigration, who shall be styled ""Special Advisor to the Deputy Minister of Human Resources Development"", to hold office during pleasure, effective July 11, 1994. Attachments",1994-07-04,NA,"Appointment of Mr. FRANÇOIS P. POULIOT as Special Advisor to the Deputy Minister of Employment and Immigration, who shall be styled ""Special Advisor to the Deputy Minister of Human Resources Development"", to hold office during pleasure, effective July 11, 1994."
